address,house_committee_id,jurisdiction,jurisdiction_source,minority_rss_url,minority_url,name,phone,rss_url,senate_committee_id,sub_address,sub_name,sub_phone,sub_thomas_id,sub_wikipedia,thomas_id,type,url,wikipedia
"176 FHOB; Washington, DC 20515-6480",HM,The Committee on Homeland Security was established in 2002 to provide Congressional oversight for the U.S. Department of Homeland Security and better protect the American people against a possible terrorist attack. ,http://homeland.house.gov/about/history-jurisdiction,,http://chsdemocrats.house.gov/,House Committee on Homeland Security,(202) 226-8417,http://homeland.house.gov/rss.xml,,"176 FHOB; Washington, DC 20515","Emergency Preparedness, Response, and Communications",(202) 226-8417,12,,HSHM,house,http://homeland.house.gov/,
"176 FHOB; Washington, DC 20515-6480",HM,The Committee on Homeland Security was established in 2002 to provide Congressional oversight for the U.S. Department of Homeland Security and better protect the American people against a possible terrorist attack. ,http://homeland.house.gov/about/history-jurisdiction,,http://chsdemocrats.house.gov/,House Committee on Homeland Security,(202) 226-8417,http://homeland.house.gov/rss.xml,,"176 FHOB; Washington, DC 20515","Cybersecurity, Infrastructure Protection, and Security Technologies",(202) 226-8417,08,,HSHM,house,http://homeland.house.gov/,
"176 FHOB; Washington, DC 20515-6480",HM,The Committee on Homeland Security was established in 2002 to provide Congressional oversight for the U.S. Department of Homeland Security and better protect the American people against a possible terrorist attack. ,http://homeland.house.gov/about/history-jurisdiction,,http://chsdemocrats.house.gov/,House Committee on Homeland Security,(202) 226-8417,http://homeland.house.gov/rss.xml,,"176 FHOB; Washington, DC 20515",Counterterrorism and Intelligence,(202) 226-8417,05,,HSHM,house,http://homeland.house.gov/,
"176 FHOB; Washington, DC 20515-6480",HM,The Committee on Homeland Security was established in 2002 to provide Congressional oversight for the U.S. Department of Homeland Security and better protect the American people against a possible terrorist attack. ,http://homeland.house.gov/about/history-jurisdiction,,http://chsdemocrats.house.gov/,House Committee on Homeland Security,(202) 226-8417,http://homeland.house.gov/rss.xml,,"176 FHOB; Washington, DC 20515",Oversight and Management Efficiency,(202) 226-8417,09,,HSHM,house,http://homeland.house.gov/,
"176 FHOB; Washington, DC 20515-6480",HM,The Committee on Homeland Security was established in 2002 to provide Congressional oversight for the U.S. Department of Homeland Security and better protect the American people against a possible terrorist attack. ,http://homeland.house.gov/about/history-jurisdiction,,http://chsdemocrats.house.gov/,House Committee on Homeland Security,(202) 226-8417,http://homeland.house.gov/rss.xml,,"176 FHOB; Washington, DC 20515",Transportation Security,(202) 226-8417,07,,HSHM,house,http://homeland.house.gov/,
"2125 RHOB; Washington, DC 20515-6115",IF,"The Committee on Energy and Commerce, the oldest standing legislative committee in the U.S. House of Representatives, is vested with the broadest jurisdiction of any congressional authorizing committee. It has responsibility for the nation’s telecommunications, consumer protection, food and drug safety, public health research, environmental quality, energy policy, and interstate and foreign commerce. It oversees multiple cabinet-level Departments and independent agencies, including the Departments of Energy, Health and Human Services, Commerce, and Transportation, as well as the Environmental Protection Agency, the Federal Trade Commission, the Food and Drug Administration, and the Federal Communications Commission.",http://energycommerce.house.gov/about/committee-history,,http://democrats.energycommerce.house.gov/,House Committee on Energy and Commerce,(202) 225-2927,http://energycommerce.house.gov/rss.aspx,,"2125 RHOB; Washington, DC 20515","Commerce, Manufacturing, and Trade",(202) 225-2927,17,,HSIF,house,http://energycommerce.house.gov/,
"2125 RHOB; Washington, DC 20515-6115",IF,"The Committee on Energy and Commerce, the oldest standing legislative committee in the U.S. House of Representatives, is vested with the broadest jurisdiction of any congressional authorizing committee. It has responsibility for the nation’s telecommunications, consumer protection, food and drug safety, public health research, environmental quality, energy policy, and interstate and foreign commerce. It oversees multiple cabinet-level Departments and independent agencies, including the Departments of Energy, Health and Human Services, Commerce, and Transportation, as well as the Environmental Protection Agency, the Federal Trade Commission, the Food and Drug Administration, and the Federal Communications Commission.",http://energycommerce.house.gov/about/committee-history,,http://democrats.energycommerce.house.gov/,House Committee on Energy and Commerce,(202) 225-2927,http://energycommerce.house.gov/rss.aspx,,"2125 RHOB; Washington, DC 20515",Communications and Technology,(202) 225-2927,16,,HSIF,house,http://energycommerce.house.gov/,
"2125 RHOB; Washington, DC 20515-6115",IF,"The Committee on Energy and Commerce, the oldest standing legislative committee in the U.S. House of Representatives, is vested with the broadest jurisdiction of any congressional authorizing committee. It has responsibility for the nation’s telecommunications, consumer protection, food and drug safety, public health research, environmental quality, energy policy, and interstate and foreign commerce. It oversees multiple cabinet-level Departments and independent agencies, including the Departments of Energy, Health and Human Services, Commerce, and Transportation, as well as the Environmental Protection Agency, the Federal Trade Commission, the Food and Drug Administration, and the Federal Communications Commission.",http://energycommerce.house.gov/about/committee-history,,http://democrats.energycommerce.house.gov/,House Committee on Energy and Commerce,(202) 225-2927,http://energycommerce.house.gov/rss.aspx,,"2125 RHOB; Washington, DC 20515",Energy and Power,(202) 225-2927,03,,HSIF,house,http://energycommerce.house.gov/,
"2125 RHOB; Washington, DC 20515-6115",IF,"The Committee on Energy and Commerce, the oldest standing legislative committee in the U.S. House of Representatives, is vested with the broadest jurisdiction of any congressional authorizing committee. It has responsibility for the nation’s telecommunications, consumer protection, food and drug safety, public health research, environmental quality, energy policy, and interstate and foreign commerce. It oversees multiple cabinet-level Departments and independent agencies, including the Departments of Energy, Health and Human Services, Commerce, and Transportation, as well as the Environmental Protection Agency, the Federal Trade Commission, the Food and Drug Administration, and the Federal Communications Commission.",http://energycommerce.house.gov/about/committee-history,,http://democrats.energycommerce.house.gov/,House Committee on Energy and Commerce,(202) 225-2927,http://energycommerce.house.gov/rss.aspx,,"2125 RHOB; Washington, DC 20515",Health,(202) 225-2927,14,,HSIF,house,http://energycommerce.house.gov/,
"2125 RHOB; Washington, DC 20515-6115",IF,"The Committee on Energy and Commerce, the oldest standing legislative committee in the U.S. House of Representatives, is vested with the broadest jurisdiction of any congressional authorizing committee. It has responsibility for the nation’s telecommunications, consumer protection, food and drug safety, public health research, environmental quality, energy policy, and interstate and foreign commerce. It oversees multiple cabinet-level Departments and independent agencies, including the Departments of Energy, Health and Human Services, Commerce, and Transportation, as well as the Environmental Protection Agency, the Federal Trade Commission, the Food and Drug Administration, and the Federal Communications Commission.",http://energycommerce.house.gov/about/committee-history,,http://democrats.energycommerce.house.gov/,House Committee on Energy and Commerce,(202) 225-2927,http://energycommerce.house.gov/rss.aspx,,"2125 RHOB; Washington, DC 20515",Oversight and Investigations,(202) 225-2927,02,,HSIF,house,http://energycommerce.house.gov/,
"2125 RHOB; Washington, DC 20515-6115",IF,"The Committee on Energy and Commerce, the oldest standing legislative committee in the U.S. House of Representatives, is vested with the broadest jurisdiction of any congressional authorizing committee. It has responsibility for the nation’s telecommunications, consumer protection, food and drug safety, public health research, environmental quality, energy policy, and interstate and foreign commerce. It oversees multiple cabinet-level Departments and independent agencies, including the Departments of Energy, Health and Human Services, Commerce, and Transportation, as well as the Environmental Protection Agency, the Federal Trade Commission, the Food and Drug Administration, and the Federal Communications Commission.",http://energycommerce.house.gov/about/committee-history,,http://democrats.energycommerce.house.gov/,House Committee on Energy and Commerce,(202) 225-2927,http://energycommerce.house.gov/rss.aspx,,"2125 RHOB; Washington, DC 20515",Environment and the Economy,(202) 225-2927,18,,HSIF,house,http://energycommerce.house.gov/,
"1324 LHOB; Washington, DC 20515-6201",II,"The House Committee on Natural Resources considers legislation about American energy production, mineral lands and mining, fisheries and wildlife, public lands, oceans, Native Americans, irrigation and reclamation.",http://naturalresources.house.gov/about/,http://democrats.naturalresources.house.gov/rss.xml,http://democrats.naturalresources.house.gov/,House Committee on Natural Resources,(202) 225-2761,http://naturalresources.house.gov/news.xml,,"1522 LHOB; Washington, DC 20515",Energy and Mineral Resources,(202) 225-9297,06,,HSII,house,http://naturalresources.house.gov/,
"1324 LHOB; Washington, DC 20515-6201",II,"The House Committee on Natural Resources considers legislation about American energy production, mineral lands and mining, fisheries and wildlife, public lands, oceans, Native Americans, irrigation and reclamation.",http://naturalresources.house.gov/about/,http://democrats.naturalresources.house.gov/rss.xml,http://democrats.naturalresources.house.gov/,House Committee on Natural Resources,(202) 225-2761,http://naturalresources.house.gov/news.xml,,"1332 LHOB; Washington, DC 20515",Federal Lands,(202) 226-7736,10,,HSII,house,http://naturalresources.house.gov/,
"1324 LHOB; Washington, DC 20515-6201",II,"The House Committee on Natural Resources considers legislation about American energy production, mineral lands and mining, fisheries and wildlife, public lands, oceans, Native Americans, irrigation and reclamation.",http://naturalresources.house.gov/about/,http://democrats.naturalresources.house.gov/rss.xml,http://democrats.naturalresources.house.gov/,House Committee on Natural Resources,(202) 225-2761,http://naturalresources.house.gov/news.xml,,"4120 OFOB; Washington, DC 20515","Water, Power and Oceans",(202) 225-8331,13,,HSII,house,http://naturalresources.house.gov/,
"1324 LHOB; Washington, DC 20515-6201",II,"The House Committee on Natural Resources considers legislation about American energy production, mineral lands and mining, fisheries and wildlife, public lands, oceans, Native Americans, irrigation and reclamation.",http://naturalresources.house.gov/about/,http://democrats.naturalresources.house.gov/rss.xml,http://democrats.naturalresources.house.gov/,House Committee on Natural Resources,(202) 225-2761,http://naturalresources.house.gov/news.xml,,"140 CHOB; Washington, DC 20515","Fisheries, Wildlife, Oceans and Insular Affairs",(202) 226-0200,22,,HSII,house,http://naturalresources.house.gov/,
"1324 LHOB; Washington, DC 20515-6201",II,"The House Committee on Natural Resources considers legislation about American energy production, mineral lands and mining, fisheries and wildlife, public lands, oceans, Native Americans, irrigation and reclamation.",http://naturalresources.house.gov/about/,http://democrats.naturalresources.house.gov/rss.xml,http://democrats.naturalresources.house.gov/,House Committee on Natural Resources,(202) 225-2761,http://naturalresources.house.gov/news.xml,,"4450 OFOB; Washington, DC 20515","Indian, Insular and Alaska Native Affairs",(202) 226-9725,24,,HSII,house,http://naturalresources.house.gov/,
"1324 LHOB; Washington, DC 20515-6201",II,"The House Committee on Natural Resources considers legislation about American energy production, mineral lands and mining, fisheries and wildlife, public lands, oceans, Native Americans, irrigation and reclamation.",http://naturalresources.house.gov/about/,http://democrats.naturalresources.house.gov/rss.xml,http://democrats.naturalresources.house.gov/,House Committee on Natural Resources,(202) 225-2761,http://naturalresources.house.gov/news.xml,,"4170 OFOB; Washington, DC 20515",Oversight and Investigations,(202) 225-7107,15,,HSII,house,http://naturalresources.house.gov/,
"HVC304 CAPITOL; Washington, DC 20515-6415",IG,"The United States House Permanent Select Committee on Intelligence is charged with the oversight of the United States intelligence community, which includes the intelligence and intelligence related activities of 17 elements of the U.S. Government, and the Military Intelligence Program.",http://intelligence.house.gov/about/history-jurisdiction,http://democrats.intelligence.house.gov/rss.xml,http://democrats.intelligence.house.gov/,House Permanent Select Committee on Intelligence,(202) 225-4121,http://intelligence.house.gov/rss.xml,,"HVC304 CAPITOL; Washington, DC 20515",Oversight and Investigations,(202) 225-4121,09,,HLIG,house,http://intelligence.house.gov/,
"HVC304 CAPITOL; Washington, DC 20515-6415",IG,"The United States House Permanent Select Committee on Intelligence is charged with the oversight of the United States intelligence community, which includes the intelligence and intelligence related activities of 17 elements of the U.S. Government, and the Military Intelligence Program.",http://intelligence.house.gov/about/history-jurisdiction,http://democrats.intelligence.house.gov/rss.xml,http://democrats.intelligence.house.gov/,House Permanent Select Committee on Intelligence,(202) 225-4121,http://intelligence.house.gov/rss.xml,,"HVC304 CAPITOL; Washington, DC 20515",Technical and Tactical Intelligence,(202) 225-4121,05,,HLIG,house,http://intelligence.house.gov/,
"HVC304 CAPITOL; Washington, DC 20515-6415",IG,"The United States House Permanent Select Committee on Intelligence is charged with the oversight of the United States intelligence community, which includes the intelligence and intelligence related activities of 17 elements of the U.S. Government, and the Military Intelligence Program.",http://intelligence.house.gov/about/history-jurisdiction,http://democrats.intelligence.house.gov/rss.xml,http://democrats.intelligence.house.gov/,House Permanent Select Committee on Intelligence,(202) 225-4121,http://intelligence.house.gov/rss.xml,,"HVC304 CAPITOL; Washington, DC 20515","Terrorism, Human Intelligence, Analysis, and Counterintelligence",(202) 225-4121,08,,HLIG,house,http://intelligence.house.gov/,
"HVC304 CAPITOL; Washington, DC 20515-6415",IG,"The United States House Permanent Select Committee on Intelligence is charged with the oversight of the United States intelligence community, which includes the intelligence and intelligence related activities of 17 elements of the U.S. Government, and the Military Intelligence Program.",http://intelligence.house.gov/about/history-jurisdiction,http://democrats.intelligence.house.gov/rss.xml,http://democrats.intelligence.house.gov/,House Permanent Select Committee on Intelligence,(202) 225-4121,http://intelligence.house.gov/rss.xml,,"HVC304 CAPITOL; Washington, DC 20515-6415",Central Intelligence Agency,(202) 225-4121,01,,HLIG,house,http://intelligence.house.gov/,
"HVC304 CAPITOL; Washington, DC 20515-6415",IG,"The United States House Permanent Select Committee on Intelligence is charged with the oversight of the United States intelligence community, which includes the intelligence and intelligence related activities of 17 elements of the U.S. Government, and the Military Intelligence Program.",http://intelligence.house.gov/about/history-jurisdiction,http://democrats.intelligence.house.gov/rss.xml,http://democrats.intelligence.house.gov/,House Permanent Select Committee on Intelligence,(202) 225-4121,http://intelligence.house.gov/rss.xml,,"HVC304 CAPITOL; Washington, DC 20515-6415",National Security Agency and Cybersecurity,(202) 225-4121,02,,HLIG,house,http://intelligence.house.gov/,
"HVC304 CAPITOL; Washington, DC 20515-6415",IG,"The United States House Permanent Select Committee on Intelligence is charged with the oversight of the United States intelligence community, which includes the intelligence and intelligence related activities of 17 elements of the U.S. Government, and the Military Intelligence Program.",http://intelligence.house.gov/about/history-jurisdiction,http://democrats.intelligence.house.gov/rss.xml,http://democrats.intelligence.house.gov/,House Permanent Select Committee on Intelligence,(202) 225-4121,http://intelligence.house.gov/rss.xml,,"HVC304 CAPITOL; Washington, DC 20515-6415",Emerging Threats,(202) 225-4121,03,,HLIG,house,http://intelligence.house.gov/,
"HVC304 CAPITOL; Washington, DC 20515-6415",IG,"The United States House Permanent Select Committee on Intelligence is charged with the oversight of the United States intelligence community, which includes the intelligence and intelligence related activities of 17 elements of the U.S. Government, and the Military Intelligence Program.",http://intelligence.house.gov/about/history-jurisdiction,http://democrats.intelligence.house.gov/rss.xml,http://democrats.intelligence.house.gov/,House Permanent Select Committee on Intelligence,(202) 225-4121,http://intelligence.house.gov/rss.xml,,"HVC304 CAPITOL; Washington, DC 20515-6415",Department of Defense Intelligence and Overhead Architecture,(202) 225-4121,04,,HLIG,house,http://intelligence.house.gov/,
"2138 RHOB; Washington, DC 20515-6216",JU,"The Committee on the Judiciary has been called the lawyer for the House of Representatives because of its jurisdiction over matters relating to the administration of justice in federal courts, administrative bodies, and law enforcement agencies. Its infrequent but important role in impeachment proceedings has also brought it much attention.",http://judiciary.house.gov/index.cfm/about-the-committee,http://democrats.judiciary.house.gov/rss.xml,http://democrats.judiciary.house.gov/,House Committee on the Judiciary,(202) 225-3951,,,"362 FHOB; Washington, DC 20515",The Constitution and Civil Justice,(202) 225-2825,10,,HSJU,house,http://judiciary.house.gov/,
"2138 RHOB; Washington, DC 20515-6216",JU,"The Committee on the Judiciary has been called the lawyer for the House of Representatives because of its jurisdiction over matters relating to the administration of justice in federal courts, administrative bodies, and law enforcement agencies. Its infrequent but important role in impeachment proceedings has also brought it much attention.",http://judiciary.house.gov/index.cfm/about-the-committee,http://democrats.judiciary.house.gov/rss.xml,http://democrats.judiciary.house.gov/,House Committee on the Judiciary,(202) 225-3951,,,"6310 OFOB; Washington, DC 20515","Courts, Intellectual Property, and the Internet",(202) 225-5741,03,,HSJU,house,http://judiciary.house.gov/,
"2138 RHOB; Washington, DC 20515-6216",JU,"The Committee on the Judiciary has been called the lawyer for the House of Representatives because of its jurisdiction over matters relating to the administration of justice in federal courts, administrative bodies, and law enforcement agencies. Its infrequent but important role in impeachment proceedings has also brought it much attention.",http://judiciary.house.gov/index.cfm/about-the-committee,http://democrats.judiciary.house.gov/rss.xml,http://democrats.judiciary.house.gov/,House Committee on the Judiciary,(202) 225-3951,,,"6340 OFOB; Washington, DC 20515","Crime, Terrorism, Homeland Security, and Investigations",(202) 225-5727,08,,HSJU,house,http://judiciary.house.gov/,
"2138 RHOB; Washington, DC 20515-6216",JU,"The Committee on the Judiciary has been called the lawyer for the House of Representatives because of its jurisdiction over matters relating to the administration of justice in federal courts, administrative bodies, and law enforcement agencies. Its infrequent but important role in impeachment proceedings has also brought it much attention.",http://judiciary.house.gov/index.cfm/about-the-committee,http://democrats.judiciary.house.gov/rss.xml,http://democrats.judiciary.house.gov/,House Committee on the Judiciary,(202) 225-3951,,,"6320 OFOB; Washington, DC 20515",Immigration and Border Security,(202) 225-3926,01,,HSJU,house,http://judiciary.house.gov/,
"2138 RHOB; Washington, DC 20515-6216",JU,"The Committee on the Judiciary has been called the lawyer for the House of Representatives because of its jurisdiction over matters relating to the administration of justice in federal courts, administrative bodies, and law enforcement agencies. Its infrequent but important role in impeachment proceedings has also brought it much attention.",http://judiciary.house.gov/index.cfm/about-the-committee,http://democrats.judiciary.house.gov/rss.xml,http://democrats.judiciary.house.gov/,House Committee on the Judiciary,(202) 225-3951,,,"6240 OFOB; Washington, DC 20515","Regulatory Reform, Commercial, and Antitrust Law",(202) 226-7680,05,,HSJU,house,http://judiciary.house.gov/,
"2251 RHOB; Washington, DC 20515-6256",PW,"The Transportation and Infrastructure Committee has jurisdiction over all modes of transportation: aviation, maritime and waterborne transportation, highways, bridges, mass transit, and railroads.  The Committee also has jurisdiction over other aspects of our national infrastructure, such as clean water and waste water management, the transport of resources by pipeline, flood damage reduction, the management of federally owned real estate and public buildings, the development of economically depressed rural and urban areas, disaster preparedness and response, and hazardous materials transportation.",http://transportation.house.gov/about/history.htm,http://democrats.transportation.house.gov/rss.xml,http://democrats.transportation.house.gov/,House Committee on Transportation and Infrastructure,(202) 225-9446,http://transportation.house.gov/rss.xml,,"2251 RHOB; Washington, DC 20515",Aviation,(202) 226-3220,05,,HSPW,house,http://transportation.house.gov/,
"2251 RHOB; Washington, DC 20515-6256",PW,"The Transportation and Infrastructure Committee has jurisdiction over all modes of transportation: aviation, maritime and waterborne transportation, highways, bridges, mass transit, and railroads.  The Committee also has jurisdiction over other aspects of our national infrastructure, such as clean water and waste water management, the transport of resources by pipeline, flood damage reduction, the management of federally owned real estate and public buildings, the development of economically depressed rural and urban areas, disaster preparedness and response, and hazardous materials transportation.",http://transportation.house.gov/about/history.htm,http://democrats.transportation.house.gov/rss.xml,http://democrats.transportation.house.gov/,House Committee on Transportation and Infrastructure,(202) 225-9446,http://transportation.house.gov/rss.xml,,"507 FHOB; Washington, DC 20515",Coast Guard and Maritime Transportation,(202) 226-3552,07,,HSPW,house,http://transportation.house.gov/,
"2251 RHOB; Washington, DC 20515-6256",PW,"The Transportation and Infrastructure Committee has jurisdiction over all modes of transportation: aviation, maritime and waterborne transportation, highways, bridges, mass transit, and railroads.  The Committee also has jurisdiction over other aspects of our national infrastructure, such as clean water and waste water management, the transport of resources by pipeline, flood damage reduction, the management of federally owned real estate and public buildings, the development of economically depressed rural and urban areas, disaster preparedness and response, and hazardous materials transportation.",http://transportation.house.gov/about/history.htm,http://democrats.transportation.house.gov/rss.xml,http://democrats.transportation.house.gov/,House Committee on Transportation and Infrastructure,(202) 225-9446,http://transportation.house.gov/rss.xml,,"586 FHOB; Washington, DC 20515","Economic Development, Public Buildings, and Emergency Management",(202) 225-3014,13,,HSPW,house,http://transportation.house.gov/,
"2251 RHOB; Washington, DC 20515-6256",PW,"The Transportation and Infrastructure Committee has jurisdiction over all modes of transportation: aviation, maritime and waterborne transportation, highways, bridges, mass transit, and railroads.  The Committee also has jurisdiction over other aspects of our national infrastructure, such as clean water and waste water management, the transport of resources by pipeline, flood damage reduction, the management of federally owned real estate and public buildings, the development of economically depressed rural and urban areas, disaster preparedness and response, and hazardous materials transportation.",http://transportation.house.gov/about/history.htm,http://democrats.transportation.house.gov/rss.xml,http://democrats.transportation.house.gov/,House Committee on Transportation and Infrastructure,(202) 225-9446,http://transportation.house.gov/rss.xml,,"2251 RHOB; Washington, DC 20515",Highways and Transit,(202) 225-6715,12,,HSPW,house,http://transportation.house.gov/,
"2251 RHOB; Washington, DC 20515-6256",PW,"The Transportation and Infrastructure Committee has jurisdiction over all modes of transportation: aviation, maritime and waterborne transportation, highways, bridges, mass transit, and railroads.  The Committee also has jurisdiction over other aspects of our national infrastructure, such as clean water and waste water management, the transport of resources by pipeline, flood damage reduction, the management of federally owned real estate and public buildings, the development of economically depressed rural and urban areas, disaster preparedness and response, and hazardous materials transportation.",http://transportation.house.gov/about/history.htm,http://democrats.transportation.house.gov/rss.xml,http://democrats.transportation.house.gov/,House Committee on Transportation and Infrastructure,(202) 225-9446,http://transportation.house.gov/rss.xml,,"2029 RHOB; Washington, DC 20515","Railroads, Pipelines, and Hazardous Materials",(202) 226-0727,14,,HSPW,house,http://transportation.house.gov/,
"2251 RHOB; Washington, DC 20515-6256",PW,"The Transportation and Infrastructure Committee has jurisdiction over all modes of transportation: aviation, maritime and waterborne transportation, highways, bridges, mass transit, and railroads.  The Committee also has jurisdiction over other aspects of our national infrastructure, such as clean water and waste water management, the transport of resources by pipeline, flood damage reduction, the management of federally owned real estate and public buildings, the development of economically depressed rural and urban areas, disaster preparedness and response, and hazardous materials transportation.",http://transportation.house.gov/about/history.htm,http://democrats.transportation.house.gov/rss.xml,http://democrats.transportation.house.gov/,House Committee on Transportation and Infrastructure,(202) 225-9446,http://transportation.house.gov/rss.xml,,"585 FHOB; Washington, DC 20515",Water Resources and Environment,(202) 225-4360,02,,HSPW,house,http://transportation.house.gov/,
"H312 CAPITOL; Washington, DC 20515-6269",RU,"The Rules Committee has two broad categories of jurisdiction: special orders for the consideration of legislation (known as “special rules” or “rules”) and original jurisdiction matters. A special rule provides the terms and conditions of debate on a measure or matter, consideration of which constitutes the bulk of the work of the Rules Committee. The Committee also considers original jurisdiction measures, which commonly represent changes to the standing rules of the House, or measures that contain special rules, such as the expedited procedures in trade legislation.",http://rules.house.gov/about,http://democrats.rules.house.gov/rss.xml,http://democrats.rules.house.gov/,House Committee on Rules,(202) 225-9191,,,"H312 CAPITOL; Washington, DC 20515",Legislative and Budget Process,(202) 225-9191,02,,HSRU,house,http://rules.house.gov/,
"H312 CAPITOL; Washington, DC 20515-6269",RU,"The Rules Committee has two broad categories of jurisdiction: special orders for the consideration of legislation (known as “special rules” or “rules”) and original jurisdiction matters. A special rule provides the terms and conditions of debate on a measure or matter, consideration of which constitutes the bulk of the work of the Rules Committee. The Committee also considers original jurisdiction measures, which commonly represent changes to the standing rules of the House, or measures that contain special rules, such as the expedited procedures in trade legislation.",http://rules.house.gov/about,http://democrats.rules.house.gov/rss.xml,http://democrats.rules.house.gov/,House Committee on Rules,(202) 225-9191,,,"H312 CAPITOL; Washington, DC 20515",Rules and Organization of the House,(202) 225-9191,04,,HSRU,house,http://rules.house.gov/,
"2361 RHOB; Washington, DC 20515-6315",SM,"The House Small Business Committee was established to protect and assist small businesses.  The Committee has jurisdiction over matters related to small business financial aid, regulatory flexibility, paperwork reduction, and the Small Business Administration (SBA) and its programs.",http://smallbusiness.house.gov/about/rulesandjurisdiction.htm,http://democrats.smallbusiness.house.gov/rss.xml,http://democrats.smallbusiness.house.gov/,House Committee on Small Business,(202) 225-5821,http://smallbusiness.house.gov/news/rss.aspx,,"2361 RHOB; Washington, DC 20515",Contracting and Workforce,(202) 225-5821,23,,HSSM,house,http://smallbusiness.house.gov/,
"2361 RHOB; Washington, DC 20515-6315",SM,"The House Small Business Committee was established to protect and assist small businesses.  The Committee has jurisdiction over matters related to small business financial aid, regulatory flexibility, paperwork reduction, and the Small Business Administration (SBA) and its programs.",http://smallbusiness.house.gov/about/rulesandjurisdiction.htm,http://democrats.smallbusiness.house.gov/rss.xml,http://democrats.smallbusiness.house.gov/,House Committee on Small Business,(202) 225-5821,http://smallbusiness.house.gov/news/rss.aspx,,"2361 RHOB; Washington, DC 20515","Investigations, Oversight and Regulations",(202) 225-5821,24,,HSSM,house,http://smallbusiness.house.gov/,
"2361 RHOB; Washington, DC 20515-6315",SM,"The House Small Business Committee was established to protect and assist small businesses.  The Committee has jurisdiction over matters related to small business financial aid, regulatory flexibility, paperwork reduction, and the Small Business Administration (SBA) and its programs.",http://smallbusiness.house.gov/about/rulesandjurisdiction.htm,http://democrats.smallbusiness.house.gov/rss.xml,http://democrats.smallbusiness.house.gov/,House Committee on Small Business,(202) 225-5821,http://smallbusiness.house.gov/news/rss.aspx,,"2361 RHOB; Washington, DC 20515","Agriculture, Energy and Trade",(202) 225-5821,25,,HSSM,house,http://smallbusiness.house.gov/,
"2361 RHOB; Washington, DC 20515-6315",SM,"The House Small Business Committee was established to protect and assist small businesses.  The Committee has jurisdiction over matters related to small business financial aid, regulatory flexibility, paperwork reduction, and the Small Business Administration (SBA) and its programs.",http://smallbusiness.house.gov/about/rulesandjurisdiction.htm,http://democrats.smallbusiness.house.gov/rss.xml,http://democrats.smallbusiness.house.gov/,House Committee on Small Business,(202) 225-5821,http://smallbusiness.house.gov/news/rss.aspx,,"2361 RHOB; Washington, DC 20515",Health and Technology,(202) 225-5821,26,,HSSM,house,http://smallbusiness.house.gov/,
"2361 RHOB; Washington, DC 20515-6315",SM,"The House Small Business Committee was established to protect and assist small businesses.  The Committee has jurisdiction over matters related to small business financial aid, regulatory flexibility, paperwork reduction, and the Small Business Administration (SBA) and its programs.",http://smallbusiness.house.gov/about/rulesandjurisdiction.htm,http://democrats.smallbusiness.house.gov/rss.xml,http://democrats.smallbusiness.house.gov/,House Committee on Small Business,(202) 225-5821,http://smallbusiness.house.gov/news/rss.aspx,,"2361 RHOB; Washington, DC 20515","Economic Growth, Tax and Capital Access",(202) 225-5821,27,,HSSM,house,http://smallbusiness.house.gov/,
"1015 LHOB; Washington, DC 20515-6328",SO,"The House Ethics Committee has the jurisdiction to administer travel, gift, financial disclosure, outside income, and other regulations related to the actions of members of the House.",http://ethics.house.gov/about/committee-history,,,House Committee on Ethics,(202) 225-7103,http://ethics.house.gov/rss.xml,,,,,,,HSSO,house,http://ethics.house.gov/,
"2321 RHOB; Washington, DC 20515-6301",SY,"The Committee on Science, Space, and Technology has jurisdiction over energy research, all federally owned or operated non-military energy laboratories, astronautical research and development, civil aviation, environmental research and development, marine research, the National Institute of Standards and Technology, NASA, NSF, NWS, outer space, and other aspects of scientific research.",http://science.house.gov/jurisdiction,http://democrats.science.house.gov/rss.xml,http://democrats.science.house.gov/,"House Committee on Science, Space, and Technology",(202) 225-6371,http://science.house.gov/rss.xml,,"2319 RHOB; Washington, DC 20515",Energy,(202) 225-6371,20,,HSSY,house,http://science.house.gov/,
"2321 RHOB; Washington, DC 20515-6301",SY,"The Committee on Science, Space, and Technology has jurisdiction over energy research, all federally owned or operated non-military energy laboratories, astronautical research and development, civil aviation, environmental research and development, marine research, the National Institute of Standards and Technology, NASA, NSF, NWS, outer space, and other aspects of scientific research.",http://science.house.gov/jurisdiction,http://democrats.science.house.gov/rss.xml,http://democrats.science.house.gov/,"House Committee on Science, Space, and Technology",(202) 225-6371,http://science.house.gov/rss.xml,,"2321 RHOB; Washington, DC 20515",Oversight,(202) 225-6371,21,,HSSY,house,http://science.house.gov/,
"2321 RHOB; Washington, DC 20515-6301",SY,"The Committee on Science, Space, and Technology has jurisdiction over energy research, all federally owned or operated non-military energy laboratories, astronautical research and development, civil aviation, environmental research and development, marine research, the National Institute of Standards and Technology, NASA, NSF, NWS, outer space, and other aspects of scientific research.",http://science.house.gov/jurisdiction,http://democrats.science.house.gov/rss.xml,http://democrats.science.house.gov/,"House Committee on Science, Space, and Technology",(202) 225-6371,http://science.house.gov/rss.xml,,"4220 OFOB; Washington, DC 20515",Space,(202) 225-6371,16,,HSSY,house,http://science.house.gov/,
